 

stn    time           rre150d0
LSN    19290916            0.0
LSN    19290917            9.3
LSN    19290918            0.9
LSN    19290919            2.5
LSN    19290920           13.3
LSN    19290921            0.0
LSN    19290922            0.0
LSN    19290923            0.0
LSN    19290924            0.0
LSN    19290925            0.0
LSN    19290926            0.0
LSN    19290927            0.0
LSN    19290928            0.0
LSN    19290929            0.0
LSN    19290930            0.0
LSN    19291001            0.0
LSN    19291002            0.0
LSN    19291003            0.0
LSN    19291004            0.0
LSN    19291005            0.0
LSN    19291006           12.5
LSN    19291007            0.0
LSN    19291008           42.5
LSN    19291009            0.0
LSN    19291010            0.0
LSN    19291011            0.0
LSN    19291012            0.0
LSN    19291013            0.0
LSN    19291014            0.0
LSN    19291015            0.0
LSN    19291016            0.0
LSN    19291017            0.0
LSN    19291018            2.5
LSN    19291019           30.2
LSN    19291020            0.0
LSN    19291021            0.0
LSN    19291022            2.1
LSN    19291023            1.6
LSN    19291024            0.0
LSN    19291025            6.2
LSN    19291026           13.4
LSN    19291027            0.0
LSN    19291028            3.5
LSN    19291029           15.3
LSN    19291030           10.0
LSN    19291031            0.0
LSN    19291101            0.0
LSN    19291102            0.0
LSN    19291103            0.0
LSN    19291104            0.0
LSN    19291105            0.0
LSN    19291106            0.0
LSN    19291107            1.3
LSN    19291108            6.7
LSN    19291109            0.4
LSN    19291110            2.1
LSN    19291111            0.0
LSN    19291112            1.0
LSN    19291113            9.5
LSN    19291114            0.0
LSN    19291115            1.7
LSN    19291116           16.6
LSN    19291117            0.0
LSN    19291118            0.0
LSN    19291119            0.0
LSN    19291120            0.0
LSN    19291121            0.3
LSN    19291122            0.0
LSN    19291123            0.1
LSN    19291124            9.5
LSN    19291125            1.4
LSN    19291126           10.2
LSN    19291127            0.0
LSN    19291128            0.8
LSN    19291129            5.6
LSN    19291130           18.6
LSN    19291201           10.5
LSN    19291202            0.5
LSN    19291203            1.8
LSN    19291204            0.0
LSN    19291205            5.9
LSN    19291206            5.6
LSN    19291207            8.2
LSN    19291208            1.4
LSN    19291209            9.1
LSN    19291210            7.0
LSN    19291211            2.4
LSN    19291212            6.0
LSN    19291213            0.0
LSN    19291214            0.0
LSN    19291215            0.0
LSN    19291216            1.7
LSN    19291217            1.2
LSN    19291218            0.0
LSN    19291219            0.0
LSN    19291220            0.0
LSN    19291221            0.0
LSN    19291222            3.3
LSN    19291223           15.0
LSN    19291224            2.7
LSN    19291225           40.0
LSN    19291226           23.3
LSN    19291227            5.8
LSN    19291228            2.5
LSN    19291229            1.6
LSN    19291230            0.8
LSN    19291231            1.9
LSN    19300101            0.0
LSN    19300102            3.9
LSN    19300103            0.0
LSN    19300104            0.0
LSN    19300105            0.0
LSN    19300106            0.0
LSN    19300107            0.0
LSN    19300108            4.9
LSN    19300109            5.0
LSN    19300110            0.0
LSN    19300111            8.1
LSN    19300112            5.8
LSN    19300113            0.0
LSN    19300114            0.7
LSN    19300115           24.5
LSN    19300116            0.0
LSN    19300117            0.0
LSN    19300118            0.0
LSN    19300119            0.0
LSN    19300120            0.0
LSN    19300121            0.0
LSN    19300122            0.0
LSN    19300123            0.0
LSN    19300124            0.0
LSN    19300125            0.0
LSN    19300126            0.0
LSN    19300127            0.0
LSN    19300128            0.0
LSN    19300129            0.3
LSN    19300130            0.4
LSN    19300131            3.0
LSN    19300201           17.1
LSN    19300202            9.4
LSN    19300203            5.2
LSN    19300204            4.3
LSN    19300205            1.5
LSN    19300206            0.0
LSN    19300207            0.0
LSN    19300208            0.0
LSN    19300209            0.0
LSN    19300210            0.0
LSN    19300211            0.0
LSN    19300212            0.0
LSN    19300213            0.0
LSN    19300214            1.2
LSN    19300215            3.5
LSN    19300216            4.7
LSN    19300217            0.0
LSN    19300218            0.0
LSN    19300219            0.0
LSN    19300220            0.0
LSN    19300221            0.0
LSN    19300222            0.0
LSN    19300223            0.0
LSN    19300224            0.0
LSN    19300225            0.0
LSN    19300226            0.6
LSN    19300227            0.0
LSN    19300228            0.0
LSN    19300301            0.0
LSN    19300302            0.0
LSN    19300303            0.0
LSN    19300304            0.0
LSN    19300305            0.0
LSN    19300306            0.0
LSN    19300307            1.4
LSN    19300308            0.0
LSN    19300309            0.0
LSN    19300310            6.4
LSN    19300311            2.6
LSN    19300312            0.0
LSN    19300313            0.4
LSN    19300314           10.0
LSN    19300315            2.5
LSN    19300316           12.9
LSN    19300317           12.6
LSN    19300318           14.6
LSN    19300319            9.7
LSN    19300320            2.4
LSN    19300321            2.0
LSN    19300322            8.3
LSN    19300323           13.5
LSN    19300324            6.0
LSN    19300325            0.0
LSN    19300326            0.0
LSN    19300327            0.0
LSN    19300328            0.0
LSN    19300329            2.4
LSN    19300330            0.0
LSN    19300331            0.0
LSN    19300401            0.0
LSN    19300402            0.0
LSN    19300403           15.3
LSN    19300404           18.3
LSN    19300405            0.8
LSN    19300406            0.0
LSN    19300407            0.0
LSN    19300408            0.0
LSN    19300409            0.0
LSN    19300410            0.0
LSN    19300411            0.1
LSN    19300412           14.7
LSN    19300413            8.9
LSN    19300414            5.9
LSN    19300415            0.5
LSN    19300416            7.8
LSN    19300417            2.1
LSN    19300418            0.0
LSN    19300419            6.7
LSN    19300420            0.0
LSN    19300421            0.4
LSN    19300422            0.0
LSN    19300423            4.8
LSN    19300424            3.1
LSN    19300425           42.8
LSN    19300426            0.0
LSN    19300427            0.0
LSN    19300428            0.0
LSN    19300429           18.5
LSN    19300430            0.8
LSN    19300501            0.0
LSN    19300502            4.0
LSN    19300503            0.3
LSN    19300504            1.5
LSN    19300505            0.0
LSN    19300506            9.0
LSN    19300507           48.5
LSN    19300508            7.0
LSN    19300509            0.0
LSN    19300510            2.1
LSN    19300511            4.9
LSN    19300512            9.8
LSN    19300513           16.2
LSN    19300514           11.8
LSN    19300515            0.6
LSN    19300516            0.0
LSN    19300517            0.0
LSN    19300518            1.9
LSN    19300519            0.0
LSN    19300520            0.0
LSN    19300521            1.5
LSN    19300522            2.6
LSN    19300523            0.7
LSN    19300524            2.7
LSN    19300525            0.0
LSN    19300526            0.5
LSN    19300527            7.3
LSN    19300528            8.6
LSN    19300529            0.0
LSN    19300530            0.0
LSN    19300531            0.0
LSN    19300601            4.5
LSN    19300602           19.1
LSN    19300603            4.4
LSN    19300604            0.0
LSN    19300605            2.0
LSN    19300606           13.2
LSN    19300607            0.0
LSN    19300608            0.0
LSN    19300609            0.0
LSN    19300610            0.0
LSN    19300611            0.2
LSN    19300612            0.0
LSN    19300613            0.0
LSN    19300614            1.5
LSN    19300615            0.0
LSN    19300616           16.2
LSN    19300617            0.0
LSN    19300618            0.0
LSN    19300619            0.0
LSN    19300620            0.9
LSN    19300621            0.0
LSN    19300622            3.5
LSN    19300623            3.1
LSN    19300624           17.7
LSN    19300625            0.0
LSN    19300626            2.4
LSN    19300627            0.9
LSN    19300628            0.0
LSN    19300629            0.0
LSN    19300630            0.0
LSN    19300701           29.5
LSN    19300702            0.8
LSN    19300703            0.0
LSN    19300704            0.0
LSN    19300705            0.0
LSN    19300706           56.2
LSN    19300707            0.0
LSN    19300708            0.0
LSN    19300709            0.0
LSN    19300710            5.2
LSN    19300711            9.2
LSN    19300712            0.9
LSN    19300713            0.0
LSN    19300714           15.7
LSN    19300715            0.9
LSN    19300716            1.2
LSN    19300717            1.8
LSN    19300718           43.3
LSN    19300719            2.0
LSN    19300720            0.6
LSN    19300721           24.2
LSN    19300722            0.0
LSN    19300723           33.2
LSN    19300724            6.0
LSN    19300725            1.5
LSN    19300726            0.0
LSN    19300727            2.1
LSN    19300728           11.3
LSN    19300729            0.0
LSN    19300730            1.1
LSN    19300731            0.2
LSN    19300801            0.0
LSN    19300802           27.5
LSN    19300803            3.4
LSN    19300804           31.7
LSN    19300805            1.7
LSN    19300806            4.2
LSN    19300807            0.0
LSN    19300808            4.6
LSN    19300809            0.0
LSN    19300810            0.0
LSN    19300811            6.0
LSN    19300812           27.6
LSN    19300813            4.5
LSN    19300814           13.5
LSN    19300815            2.5
LSN    19300816            0.0
LSN    19300817            0.0
LSN    19300818            0.0
LSN    19300819            0.0
LSN    19300820            0.0
LSN    19300821            1.6
LSN    19300822            2.0
LSN    19300823            0.0
LSN    19300824            0.0
LSN    19300825            0.0
LSN    19300826            0.0
LSN    19300827            0.0
LSN    19300828            0.0
LSN    19300829            0.0
LSN    19300830            0.0
LSN    19300831            0.0
LSN    19300901            0.0
LSN    19300902            0.0
LSN    19300903            0.0
LSN    19300904            0.0
LSN    19300905            0.0
LSN    19300906            0.0
LSN    19300907            8.7
LSN    19300908            0.0
LSN    19300909            1.2
LSN    19300910           13.5
LSN    19300911           65.7
LSN    19300912           35.0
LSN    19300913            0.2
LSN    19300914            0.3
LSN    19300915            5.3
LSN    19300916            0.0
LSN    19300917            0.0
LSN    19300918            0.0
LSN    19300919           11.6
LSN    19300920           17.0
LSN    19300921            0.6
LSN    19300922            0.7
LSN    19300923            0.5
LSN    19300924            0.0
LSN    19300925            1.7
LSN    19300926           14.2
LSN    19300927            0.7
LSN    19300928            1.2
LSN    19300929           13.6
LSN    19300930            0.0
LSN    19301001            0.0
LSN    19301002            0.0
LSN    19301003            0.0
LSN    19301004            5.9
LSN    19301005           24.0
LSN    19301006            8.4
LSN    19301007            3.6
LSN    19301008            6.5
LSN    19301009           50.5
LSN    19301010            4.0
LSN    19301011            3.7
LSN    19301012           24.7
LSN    19301013            0.0
LSN    19301014            0.0
LSN    19301015            0.0
LSN    19301016            0.0
LSN    19301017            0.0
LSN    19301018            0.0
LSN    19301019            0.0
LSN    19301020            7.6
LSN    19301021            7.4
LSN    19301022            3.0
LSN    19301023            7.3
LSN    19301024           15.8
LSN    19301025            4.8
LSN    19301026            0.8
LSN    19301027            0.0
LSN    19301028            0.4
LSN    19301029            2.2
LSN    19301030            0.0
LSN    19301031            0.0
LSN    19301101           20.8
LSN    19301102           22.5
LSN    19301103           18.0
LSN    19301104            7.5
LSN    19301105            5.4
LSN    19301106            0.7
LSN    19301107            8.2
LSN    19301108            0.0
LSN    19301109            0.0
LSN    19301110            0.0
LSN    19301111            0.0
LSN    19301112            0.0
LSN    19301113            0.0
LSN    19301114            0.0
LSN    19301115            2.4
LSN    19301116           10.4
LSN    19301117            0.0
LSN    19301118            3.8
LSN    19301119           10.2
LSN    19301120            7.5
LSN    19301121            3.5
LSN    19301122            5.9
LSN    19301123            0.0
LSN    19301124            1.0
LSN    19301125            0.9
LSN    19301126            0.0
LSN    19301127            0.0
LSN    19301128            0.0
LSN    19301129            2.9
LSN    19301130            0.0
LSN    19301201            0.0
LSN    19301202            0.0
LSN    19301203            0.0
LSN    19301204            0.0
LSN    19301205            0.0
LSN    19301206            0.0
LSN    19301207            9.2
LSN    19301208            3.9
LSN    19301209           11.2
LSN    19301210            0.0
LSN    19301211            7.2
LSN    19301212            0.4
LSN    19301213            5.2
LSN    19301214            6.1
LSN    19301215            0.0
LSN    19301216            0.0
LSN    19301217            0.0
LSN    19301218            0.0
LSN    19301219            0.0
LSN    19301220            0.0
LSN    19301221            0.0
LSN    19301222            0.0
LSN    19301223            0.0
LSN    19301224            0.0
LSN    19301225            0.0
LSN    19301226            0.5
LSN    19301227            3.4
LSN    19301228            6.2
LSN    19301229           12.3
LSN    19301230           20.0
LSN    19301231            6.6
LSN    19310101            9.3
LSN    19310102            0.4
LSN    19310103            7.2
LSN    19310104           18.8
LSN    19310105            0.0
LSN    19310106            0.0
LSN    19310107            0.0
LSN    19310108            0.0
LSN    19310109            0.0
LSN    19310110            0.0
LSN    19310111            0.0
LSN    19310112            0.0
LSN    19310113            0.2
LSN    19310114            3.5
LSN    19310115            0.0
LSN    19310116            1.6
LSN    19310117            3.7
LSN    19310118           11.5
LSN    19310119            1.1
LSN    19310120            0.0
LSN    19310121            0.0
LSN    19310122            0.0
LSN    19310123            7.7
LSN    19310124           18.2
LSN    19310125            1.6
LSN    19310126            6.1
LSN    19310127            9.6
LSN    19310128            8.6
LSN    19310129            1.7
LSN    19310130            2.5
LSN    19310131            0.0
LSN    19310201            0.0
LSN    19310202            0.0
LSN    19310203            0.0
LSN    19310204            0.6
LSN    19310205            0.0
LSN    19310206            0.0
LSN    19310207            0.0
LSN    19310208            0.0
LSN    19310209            0.0
LSN    19310210            2.8
LSN    19310211            8.0
LSN    19310212           11.6
LSN    19310213            2.6
LSN    19310214            0.0
LSN    19310215            0.0
LSN    19310216            5.7
LSN    19310217            0.0
LSN    19310218            0.0
LSN    19310219            0.0
LSN    19310220            0.1
LSN    19310221            4.2
LSN    19310222            0.0
LSN    19310223            0.0
LSN    19310224            0.0
LSN    19310225            0.0
LSN    19310226            4.4
LSN    19310227            0.7
LSN    19310228           24.0
LSN    19310301            4.0
LSN    19310302            1.2
LSN    19310303           15.9
LSN    19310304           19.2
LSN    19310305            1.2
LSN    19310306           18.7
LSN    19310307           14.2
LSN    19310308           27.5
LSN    19310309           25.5
LSN    19310310           19.0
LSN    19310311            0.0
LSN    19310312            0.0
LSN    19310313            0.0
LSN    19310314            0.0
LSN    19310315            0.0
LSN    19310316            0.0
LSN    19310317            0.0
LSN    19310318            0.0
LSN    19310319            0.0
LSN    19310320            0.0
LSN    19310321            3.9
LSN    19310322            0.2
LSN    19310323            0.0
LSN    19310324            0.0
LSN    19310325            0.0
LSN    19310326            0.0
LSN    19310327            0.0
LSN    19310328            0.0
LSN    19310329            0.0
LSN    19310330            0.0
LSN    19310331            0.0
LSN    19310401            0.0
LSN    19310402            6.3
LSN    19310403            0.9
LSN    19310404            0.5
LSN    19310405            0.0
LSN    19310406            0.0
LSN    19310407            0.0
LSN    19310408            0.0
LSN    19310409            0.0
LSN    19310410            0.0
LSN    19310411            0.0
LSN    19310412            0.0
LSN    19310413            0.0
LSN    19310414            0.0
LSN    19310415            0.6
LSN    19310416            1.5
LSN    19310417            2.5
LSN    19310418            3.4
LSN    19310419            2.9
LSN    19310420            0.0
LSN    19310421            4.4
LSN    19310422            1.0
LSN    19310423            0.5
LSN    19310424            0.0
LSN    19310425           22.0
LSN    19310426            2.6
LSN    19310427            7.2
LSN    19310428            0.9
LSN    19310429            1.3
LSN    19310430            0.0
LSN    19310501            0.5
LSN    19310502            0.3
LSN    19310503            5.4
LSN    19310504            2.2
LSN    19310505            0.0
LSN    19310506            0.0
LSN    19310507            5.2
LSN    19310508            0.0
LSN    19310509            0.0
LSN    19310510            0.0
LSN    19310511            0.0
LSN    19310512            0.0
LSN    19310513            0.0
LSN    19310514            0.0
LSN    19310515            0.0
LSN    19310516            0.0
LSN    19310517           27.0
LSN    19310518            0.8
LSN    19310519            4.1
LSN    19310520            2.9
LSN    19310521            0.2
LSN    19310522            0.0
LSN    19310523            0.0
LSN    19310524            0.0
LSN    19310525            0.0
LSN    19310526            0.0
LSN    19310527            0.0
LSN    19310528            0.0
LSN    19310529            0.5
LSN    19310530           22.2
LSN    19310531           23.5
LSN    19310601            0.0
LSN    19310602            0.0
LSN    19310603            0.0
LSN    19310604            0.0
LSN    19310605            0.0
LSN    19310606            7.0
LSN    19310607            2.0
LSN    19310608            0.0
LSN    19310609            0.0
LSN    19310610            0.9
LSN    19310611            5.5
LSN    19310612            0.0
LSN    19310613            0.0
LSN    19310614            0.0
LSN    19310615            0.0
LSN    19310616            0.0
LSN    19310617            8.5
LSN    19310618            3.6
LSN    19310619            0.0
LSN    19310620            1.2
LSN    19310621            0.0
LSN    19310622            0.0
LSN    19310623            0.0
LSN    19310624            4.5
LSN    19310625            3.8
LSN    19310626            0.0
LSN    19310627            1.2
LSN    19310628            0.6
LSN    19310629            0.0
LSN    19310630            0.0
LSN    19310701            6.0
LSN    19310702            1.4
LSN    19310703            8.4
LSN    19310704            4.5
LSN    19310705            0.0
LSN    19310706           42.2
LSN    19310707           11.5
LSN    19310708            3.5
LSN    19310709            0.8
LSN    19310710            0.0
LSN    19310711            0.0
LSN    19310712            0.0
LSN    19310713            6.7
LSN    19310714           17.8
LSN    19310715           15.6
LSN    19310716            0.5
LSN    19310717            0.6
LSN    19310718            0.0
LSN    19310719           16.5
LSN    19310720            3.0
LSN    19310721            4.2
LSN    19310722            0.0
LSN    19310723            0.0
LSN    19310724            0.0
LSN    19310725            1.3
LSN    19310726            0.0
LSN    19310727           12.3
LSN    19310728            0.3
LSN    19310729            0.0
LSN    19310730            0.0
LSN    19310731            0.0
LSN    19310801            0.2
LSN    19310802            4.3
LSN    19310803            3.3
LSN    19310804            0.0
LSN    19310805            0.0
LSN    19310806           19.0
LSN    19310807            2.0
LSN    19310808           33.7
LSN    19310809            9.7
LSN    19310810            0.2
LSN    19310811            4.4
LSN    19310812            0.0
LSN    19310813            0.0
LSN    19310814            0.7
LSN    19310815           35.8
LSN    19310816            5.0
LSN    19310817            1.8
LSN    19310818            6.9
LSN    19310819           10.9
LSN    19310820           13.0
LSN    19310821            3.1
LSN    19310822           15.2
LSN    19310823           12.5
LSN    19310824           28.1
LSN    19310825           10.5
LSN    19310826            0.0
LSN    19310827            0.0
LSN    19310828            0.0
LSN    19310829            7.4
LSN    19310830            3.9
LSN    19310831           18.2
LSN    19310901            8.2
LSN    19310902            0.6
LSN    19310903           27.0
LSN    19310904            9.2
LSN    19310905           12.0
LSN    19310906            0.0
LSN    19310907            0.0
LSN    19310908            0.0
LSN    19310909            0.0
LSN    19310910           11.3
LSN    19310911           25.5
LSN    19310912            0.3
LSN    19310913            0.0
LSN    19310914            0.0
LSN    19310915            0.0
LSN    19310916            0.0
LSN    19310917            0.0
LSN    19310918            0.0
LSN    19310919            0.0
LSN    19310920            0.0
LSN    19310921            0.0
LSN    19310922            0.7
LSN    19310923            0.1
LSN    19310924            0.0
LSN    19310925            0.0
LSN    19310926            0.0
LSN    19310927            0.0
LSN    19310928            0.0
LSN    19310929            0.0
LSN    19310930            0.0
LSN    19311001            0.0
LSN    19311002            0.0
LSN    19311003            0.0
LSN    19311004            0.0
LSN    19311005            0.0
LSN    19311006            0.0
LSN    19311007            0.0
LSN    19311008            0.0
LSN    19311009            0.0
LSN    19311010            0.0
LSN    19311011            0.0
LSN    19311012            0.0
LSN    19311013            0.0
LSN    19311014            0.0
LSN    19311015            0.0
LSN    19311016            0.0
LSN    19311017            0.0
LSN    19311018            0.0
LSN    19311019            0.0
LSN    19311020            0.0
LSN    19311021            0.0
LSN    19311022            1.8
LSN    19311023           42.2
LSN    19311024           33.5
LSN    19311025           14.0
LSN    19311026            0.0
LSN    19311027            0.0
LSN    19311028            0.2
LSN    19311029            0.0
LSN    19311030            2.9
LSN    19311031            0.0
LSN    19311101            0.0
LSN    19311102            0.0
LSN    19311103            0.0
LSN    19311104            0.0
LSN    19311105            0.0
LSN    19311106            1.6
LSN    19311107            1.2
LSN    19311108            0.0
LSN    19311109           10.8
LSN    19311110           14.5
LSN    19311111            2.5
LSN    19311112            0.0
LSN    19311113            1.5
LSN    19311114            0.6
LSN    19311115            1.3
LSN    19311116            0.0
LSN    19311117            1.0
LSN    19311118            0.0
LSN    19311119            0.0
LSN    19311120            0.0
LSN    19311121            0.0
LSN    19311122            0.0
LSN    19311123            0.0
LSN    19311124            0.2
LSN    19311125            0.8
LSN    19311126            3.7
LSN    19311127            3.9
LSN    19311128            3.9
LSN    19311129            0.0
LSN    19311130            0.0
LSN    19311201            0.0
LSN    19311202            0.0
LSN    19311203            7.0
LSN    19311204            7.1
LSN    19311205            0.0
LSN    19311206           12.0
LSN    19311207            6.8
LSN    19311208            0.0
LSN    19311209            0.0
LSN    19311210            3.1
LSN    19311211            0.0
LSN    19311212            0.0
LSN    19311213            0.0
LSN    19311214            0.0
LSN    19311215            0.0
LSN    19311216            0.0
LSN    19311217            0.0
LSN    19311218            0.0
LSN    19311219            0.0
LSN    19311220            0.0
LSN    19311221            0.0
LSN    19311222            0.0
LSN    19311223            0.0
LSN    19311224            0.0
LSN    19311225            0.0
LSN    19311226            0.0
LSN    19311227            0.0
LSN    19311228            0.0
LSN    19311229            3.8
LSN    19311230            0.0
LSN    19311231            0.0
LSN    19320101            0.0
LSN    19320102           12.2
LSN    19320103            2.1
LSN    19320104            0.0
LSN    19320105            0.0
LSN    19320106            2.2
LSN    19320107           36.0
LSN    19320108            1.2
LSN    19320109            0.0
LSN    19320110            0.0
LSN    19320111            0.0
LSN    19320112            0.0
LSN    19320113            0.0
LSN    19320114            0.4
LSN    19320115            0.7
LSN    19320116            0.0
LSN    19320117            0.0
LSN    19320118            0.0
LSN    19320119            0.0
LSN    19320120            0.0
LSN    19320121            4.0
LSN    19320122            0.2
LSN    19320123            0.0
LSN    19320124            0.0
LSN    19320125            0.0
LSN    19320126            0.0
LSN    19320127            0.0
LSN    19320128            0.0
LSN    19320129            0.0
LSN    19320130            0.0
LSN    19320131            0.0
LSN    19320201            0.0
LSN    19320202            0.0
LSN    19320203            0.0
LSN    19320204            0.0
LSN    19320205            0.0
LSN    19320206            0.0
LSN    19320207            0.0
LSN    19320208            0.0
LSN    19320209            0.1
LSN    19320210            0.6
LSN    19320211            0.0
LSN    19320212            0.0
LSN    19320213            0.0
LSN    19320214            0.0
LSN    19320215            0.0
LSN    19320216            0.0
LSN    19320217            0.0
LSN    19320218            0.0
LSN    19320219            0.0
LSN    19320220            0.0
LSN    19320221            0.0
LSN    19320222            0.0
LSN    19320223            0.0
LSN    19320224            0.0
LSN    19320225            0.0
LSN    19320226            0.0
LSN    19320227            0.0
LSN    19320228            0.0
LSN    19320229            0.0
LSN    19320301            0.0
LSN    19320302            0.0
LSN    19320303            0.0
LSN    19320304            0.0
LSN    19320305            0.0
LSN    19320306            1.0
LSN    19320307            1.5
LSN    19320308            1.6
LSN    19320309            7.4
LSN    19320310            3.0
LSN    19320311            0.0
LSN    19320312            0.0
LSN    19320313            0.0
LSN    19320314            0.0
LSN    19320315            0.0
LSN    19320316            5.1
LSN    19320317           30.8
LSN    19320318            0.0
LSN    19320319            0.0
LSN    19320320            0.0
LSN    19320321            0.0
LSN    19320322            0.5
LSN    19320323            0.0
LSN    19320324            0.0
LSN    19320325            0.0
LSN    19320326            0.0
LSN    19320327            5.6
LSN    19320328           26.2
LSN    19320329            0.3
LSN    19320330            0.0
LSN    19320331            6.5
LSN    19320401            4.7
LSN    19320402            0.0
LSN    19320403            0.4
LSN    19320404            0.2
LSN    19320405            4.0
LSN    19320406            0.0
LSN    19320407            6.7
LSN    19320408            3.6
LSN    19320409            0.0
LSN    19320410            3.3
LSN    19320411           11.7
LSN    19320412            4.0
LSN    19320413            2.0
LSN    19320414            0.0
LSN    19320415            0.0
LSN    19320416            4.3
LSN    19320417            0.0
LSN    19320418            0.0
LSN    19320419            1.7
LSN    19320420            0.0
LSN    19320421            0.0
LSN    19320422            1.6
LSN    19320423            5.9
LSN    19320424            0.4
LSN    19320425            0.0
LSN    19320426            0.0
LSN    19320427            0.0
LSN    19320428            0.0
LSN    19320429            5.5
LSN    19320430            0.0
LSN    19320501           33.4
LSN    19320502            5.5
LSN    19320503            6.6
LSN    19320504            0.3
LSN    19320505            3.6
LSN    19320506           27.5
LSN    19320507           12.9
LSN    19320508            0.2
LSN    19320509           11.0
LSN    19320510            0.4
LSN    19320511            5.1
LSN    19320512            0.0
LSN    19320513            0.0
LSN    19320514            0.0
LSN    19320515            0.0
LSN    19320516            8.5
LSN    19320517            0.0
LSN    19320518            0.0
LSN    19320519            0.0
LSN    19320520            0.0
LSN    19320521           10.8
LSN    19320522            0.7
LSN    19320523            3.9
LSN    19320524            0.2
LSN    19320525            6.5
LSN    19320526            1.5
LSN    19320527            2.9
LSN    19320528           12.2
LSN    19320529            5.3
LSN    19320530            0.3
LSN    19320531            0.3
LSN    19320601            5.9
LSN    19320602            0.0
LSN    19320603            0.0
LSN    19320604            8.6
LSN    19320605           27.5
LSN    19320606            4.0
LSN    19320607            0.0
LSN    19320608            0.0
LSN    19320609            0.0
LSN    19320610            0.0
LSN    19320611            0.0
LSN    19320612            0.0
LSN    19320613            0.7
LSN    19320614            0.0
LSN    19320615            0.3
LSN    19320616            0.0
LSN    19320617            0.0
LSN    19320618            0.0
LSN    19320619            4.0
LSN    19320620            4.2
LSN    19320621            5.2
LSN    19320622            0.3
LSN    19320623            3.1
LSN    19320624            7.3
LSN    19320625            2.9
LSN    19320626            0.0
LSN    19320627            0.0
LSN    19320628            0.0
LSN    19320629            2.2
LSN    19320630            0.0
LSN    19320701           29.4
LSN    19320702            5.0
LSN    19320703            0.0
LSN    19320704            0.0
LSN    19320705            3.5
LSN    19320706           11.8
LSN    19320707            2.7
LSN    19320708            2.0
LSN    19320709            1.2
LSN    19320710            0.0
LSN    19320711            9.5
LSN    19320712            0.0
LSN    19320713            4.6
LSN    19320714            0.0
LSN    19320715           12.3
LSN    19320716            1.9
LSN    19320717            0.6
LSN    19320718            0.3
LSN    19320719            2.3
LSN    19320720            6.4
LSN    19320721            0.0
LSN    19320722            0.0
LSN    19320723           14.7
LSN    19320724            0.0
LSN    19320725           10.1
LSN    19320726            2.0
LSN    19320727            1.0
LSN    19320728            0.2
LSN    19320729            0.0
LSN    19320730            0.0
LSN    19320731            0.0
LSN    19320801           26.9
LSN    19320802            8.0
LSN    19320803            5.3
LSN    19320804            5.5
LSN    19320805            2.3
LSN    19320806            0.0
LSN    19320807            0.0
LSN    19320808            0.0
LSN    19320809            0.0
LSN    19320810            0.0
LSN    19320811            0.0
LSN    19320812            0.0
LSN    19320813            0.0
LSN    19320814            1.4
LSN    19320815            0.0
LSN    19320816            0.0
LSN    19320817            0.0
LSN    19320818            0.0
LSN    19320819            0.0
LSN    19320820            0.0
LSN    19320821            0.0
LSN    19320822            0.0
LSN    19320823            0.0
LSN    19320824            0.0
LSN    19320825            0.0
LSN    19320826            1.5
LSN    19320827            5.3
LSN    19320828            0.0
LSN    19320829            0.0
LSN    19320830            2.8
LSN    19320831            0.0
LSN    19320901            0.0
LSN    19320902            0.0
LSN    19320903            0.0
LSN    19320904            0.0
LSN    19320905            0.0
LSN    19320906            0.0
LSN    19320907            0.0
LSN    19320908            0.0
LSN    19320909            0.0
LSN    19320910            4.8
LSN    19320911            0.2
LSN    19320912            0.0
LSN    19320913            0.0
LSN    19320914            0.0
LSN    19320915            0.0
LSN    19320916            0.0
LSN    19320917            0.6
LSN    19320918            6.7
LSN    19320919            0.0
LSN    19320920            0.6
LSN    19320921            0.0
LSN    19320922            1.2
LSN    19320923           18.3
LSN    19320924            5.2
LSN    19320925           26.5
LSN    19320926           30.3
LSN    19320927           11.5
LSN    19320928            0.0
LSN    19320929            3.4
LSN    19320930            4.0
LSN    19321001            0.0
LSN    19321002            0.0
LSN    19321003            0.0
LSN    19321004            0.0
LSN    19321005            0.0
LSN    19321006            0.0
LSN    19321007            1.2
LSN    19321008            1.0
LSN    19321009           15.7
LSN    19321010            3.3
LSN    19321011            4.2
LSN    19321012            0.0
LSN    19321013            3.4
LSN    19321014           13.4
LSN    19321015            2.2
LSN    19321016            0.0
LSN    19321017            0.2
LSN    19321018            0.2
LSN    19321019            0.0
LSN    19321020            0.0
LSN    19321021            0.0
LSN    19321022            0.0
LSN    19321023            3.0
LSN    19321024           13.1
LSN    19321025            1.2
LSN    19321026           28.0
LSN    19321027            5.0
LSN    19321028            4.1
LSN    19321029            0.0
LSN    19321030            7.5
LSN    19321031            8.0
LSN    19321101            2.2
LSN    19321102            0.0
LSN    19321103            0.0
LSN    19321104            0.0
LSN    19321105            0.0
LSN    19321106            0.0
LSN    19321107           11.9
LSN    19321108            4.6
LSN    19321109            0.0
LSN    19321110            0.0
LSN    19321111            1.3
LSN    19321112            0.0
LSN    19321113            0.0
LSN    19321114            0.0
LSN    19321115            0.0
LSN    19321116            0.0
LSN    19321117            0.0
LSN    19321118            0.7
LSN    19321119            0.0
LSN    19321120            0.0
LSN    19321121            6.2
LSN    19321122            0.0
LSN    19321123            0.3
