Stationsnummer: 2269
Stationsname: Blatten
DBLH-Nr: 00793
Gewässer: Lonza
Exportperiode: 1956-01-01 - 2024-10-10
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-17 00:00:00;;2.610;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-18 00:00:00;;2.150;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-19 00:00:00;;1.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-20 00:00:00;;1.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-21 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-22 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-23 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-24 00:00:00;;1.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-25 00:00:00;;1.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-26 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-27 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-28 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-29 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-30 00:00:00;;1.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-10-31 00:00:00;;1.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-01 00:00:00;;1.730;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-02 00:00:00;;1.730;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-03 00:00:00;;1.730;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-04 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-05 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-06 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-07 00:00:00;;1.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-08 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-09 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-10 00:00:00;;1.260;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-11 00:00:00;;1.260;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-12 00:00:00;;1.260;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-13 00:00:00;;1.220;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-14 00:00:00;;1.160;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-15 00:00:00;;1.120;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-16 00:00:00;;1.100;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-17 00:00:00;;1.060;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-18 00:00:00;;1.060;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-19 00:00:00;;1.040;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-20 00:00:00;;1.040;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-21 00:00:00;;1.010;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-22 00:00:00;;0.990;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-23 00:00:00;;0.990;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-24 00:00:00;;0.960;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-25 00:00:00;;0.960;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-26 00:00:00;;0.920;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-27 00:00:00;;0.920;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-28 00:00:00;;0.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-29 00:00:00;;0.860;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-11-30 00:00:00;;0.850;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-01 00:00:00;;0.850;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-02 00:00:00;;0.850;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-03 00:00:00;;0.860;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-04 00:00:00;;1.220;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-05 00:00:00;;1.020;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-06 00:00:00;;0.920;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-07 00:00:00;;0.780;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-08 00:00:00;;0.760;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-09 00:00:00;;0.900;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-10 00:00:00;;0.920;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-11 00:00:00;;1.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-12 00:00:00;;2.150;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-13 00:00:00;;1.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-14 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-15 00:00:00;;1.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-16 00:00:00;;1.140;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-17 00:00:00;;1.040;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-18 00:00:00;;0.920;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-19 00:00:00;;0.900;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-20 00:00:00;;0.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-21 00:00:00;;0.900;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-22 00:00:00;;0.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-23 00:00:00;;0.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-24 00:00:00;;0.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-25 00:00:00;;0.860;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-26 00:00:00;;0.850;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-27 00:00:00;;0.820;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-28 00:00:00;;0.780;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-29 00:00:00;;0.780;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-30 00:00:00;;0.780;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1961-12-31 00:00:00;;0.800;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-01 00:00:00;;0.830;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-02 00:00:00;;0.830;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-03 00:00:00;;0.800;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-04 00:00:00;;0.770;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-05 00:00:00;;0.760;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-06 00:00:00;;0.760;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-07 00:00:00;;0.740;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-08 00:00:00;;0.720;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-09 00:00:00;;0.740;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-10 00:00:00;;0.720;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-11 00:00:00;;0.720;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-12 00:00:00;;0.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-13 00:00:00;;0.740;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-14 00:00:00;;0.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-15 00:00:00;;0.660;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-16 00:00:00;;0.700;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-17 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-18 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-19 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-20 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-21 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-22 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-23 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-24 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-25 00:00:00;;0.660;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-26 00:00:00;;0.660;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-27 00:00:00;;0.660;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-28 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-29 00:00:00;;0.640;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-30 00:00:00;;0.640;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-01-31 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-01 00:00:00;;0.660;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-02 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-03 00:00:00;;0.640;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-04 00:00:00;;0.640;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-05 00:00:00;;0.640;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-06 00:00:00;;0.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-07 00:00:00;;0.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-08 00:00:00;;0.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-09 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-10 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-11 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-12 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-13 00:00:00;;0.590;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-14 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-15 00:00:00;;0.590;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-16 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-17 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-18 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-19 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-20 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-21 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-22 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-23 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-24 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-25 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-26 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-27 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-02-28 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-01 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-02 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-03 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-04 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-05 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-06 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-07 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-08 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-09 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-10 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-11 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-12 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-13 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-14 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-15 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-16 00:00:00;;0.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-17 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-18 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-19 00:00:00;;0.480;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-20 00:00:00;;0.480;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-21 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-22 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-23 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-24 00:00:00;;0.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-25 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-26 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-27 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-28 00:00:00;;0.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-29 00:00:00;;0.530;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-30 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-03-31 00:00:00;;0.650;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-01 00:00:00;;0.620;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-02 00:00:00;;0.590;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-03 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-04 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-05 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-06 00:00:00;;0.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-07 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-08 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-09 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-10 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-11 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-12 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-13 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-14 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-15 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-16 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-17 00:00:00;;0.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-18 00:00:00;;0.600;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-19 00:00:00;;0.680;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-20 00:00:00;;0.800;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-21 00:00:00;;0.940;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-22 00:00:00;;1.160;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-23 00:00:00;;1.430;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-24 00:00:00;;1.720;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-25 00:00:00;;2.050;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-26 00:00:00;;2.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-27 00:00:00;;3.050;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-28 00:00:00;;2.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-29 00:00:00;;2.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-04-30 00:00:00;;2.050;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-01 00:00:00;;1.430;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-02 00:00:00;;1.430;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-03 00:00:00;;1.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-04 00:00:00;;2.220;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-05 00:00:00;;1.720;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-06 00:00:00;;2.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-07 00:00:00;;3.560;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-08 00:00:00;;5.130;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-09 00:00:00;;5.670;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-10 00:00:00;;4.950;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-11 00:00:00;;4.420;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-12 00:00:00;;4.240;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-13 00:00:00;;3.730;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-14 00:00:00;;3.220;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-15 00:00:00;;2.710;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-16 00:00:00;;2.380;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-17 00:00:00;;2.220;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-18 00:00:00;;2.880;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1962-05-19 00:00:00;;3.560;Freigegeben, validierte Daten
