Stationsnummer: 2269
Stationsname: Blatten
DBLH-Nr: 00793
Gewässer: Lonza
Exportperiode: 1956-01-01 - 2024-10-10
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-21 00:00:00;;4.439;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-22 00:00:00;;6.740;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-23 00:00:00;;7.586;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-24 00:00:00;;7.665;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-25 00:00:00;;7.896;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-26 00:00:00;;7.689;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-27 00:00:00;;8.662;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-28 00:00:00;;8.084;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-29 00:00:00;;6.692;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-09-30 00:00:00;;5.766;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-01 00:00:00;;6.335;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-02 00:00:00;;5.483;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-03 00:00:00;;6.325;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-04 00:00:00;;7.561;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-05 00:00:00;;7.340;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-06 00:00:00;;5.256;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-07 00:00:00;;5.234;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-08 00:00:00;;4.787;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-09 00:00:00;;5.398;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-10 00:00:00;;7.100;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-11 00:00:00;;4.819;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-12 00:00:00;;3.538;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-13 00:00:00;;3.597;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-14 00:00:00;;2.942;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-15 00:00:00;;2.811;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-16 00:00:00;;2.516;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-17 00:00:00;;2.347;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-18 00:00:00;;2.237;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-19 00:00:00;;2.298;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-20 00:00:00;;2.417;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-21 00:00:00;;2.497;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-22 00:00:00;;2.283;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-23 00:00:00;;2.086;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-24 00:00:00;;2.065;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-25 00:00:00;;2.083;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-26 00:00:00;;2.189;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-27 00:00:00;;2.201;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-28 00:00:00;;2.166;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-29 00:00:00;;1.892;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-30 00:00:00;;1.764;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-10-31 00:00:00;;1.668;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-01 00:00:00;;1.666;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-02 00:00:00;;1.678;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-03 00:00:00;;1.543;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-04 00:00:00;;1.500;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-05 00:00:00;;1.464;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-06 00:00:00;;1.509;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-07 00:00:00;;1.482;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-08 00:00:00;;1.516;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-09 00:00:00;;1.524;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-10 00:00:00;;1.566;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-11 00:00:00;;1.648;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-12 00:00:00;;1.674;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-13 00:00:00;;1.599;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-14 00:00:00;;1.458;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-15 00:00:00;;1.285;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-16 00:00:00;;1.219;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-17 00:00:00;;1.245;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-18 00:00:00;;1.217;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-19 00:00:00;;1.199;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-20 00:00:00;;1.142;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-21 00:00:00;;1.023;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-22 00:00:00;;0.941;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-23 00:00:00;;0.924;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-24 00:00:00;;0.952;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-25 00:00:00;;1.047;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-26 00:00:00;;1.424;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-27 00:00:00;;2.755;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-28 00:00:00;;1.615;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-29 00:00:00;;1.343;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-11-30 00:00:00;;1.114;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-01 00:00:00;;0.905;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-02 00:00:00;;0.879;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-03 00:00:00;;0.860;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-04 00:00:00;;0.865;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-05 00:00:00;;0.868;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-06 00:00:00;;0.859;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-07 00:00:00;;0.829;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-08 00:00:00;;0.808;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-09 00:00:00;;0.829;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-10 00:00:00;;0.804;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-11 00:00:00;;0.768;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-12 00:00:00;;0.745;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-13 00:00:00;;0.722;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-14 00:00:00;;0.718;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-15 00:00:00;;0.701;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-16 00:00:00;;0.700;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-17 00:00:00;;0.712;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-18 00:00:00;;0.711;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-19 00:00:00;;0.693;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-20 00:00:00;;0.675;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-21 00:00:00;;0.661;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-22 00:00:00;;0.649;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-23 00:00:00;;0.723;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-24 00:00:00;;0.793;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-25 00:00:00;;0.703;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-26 00:00:00;;0.667;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-27 00:00:00;;0.646;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-28 00:00:00;;0.663;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-29 00:00:00;;0.647;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-30 00:00:00;;0.645;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1983-12-31 00:00:00;;0.651;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-01 00:00:00;;0.654;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-02 00:00:00;;0.649;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-03 00:00:00;;0.642;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-04 00:00:00;;0.637;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-05 00:00:00;;0.616;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-06 00:00:00;;0.637;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-07 00:00:00;;0.631;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-08 00:00:00;;0.612;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-09 00:00:00;;0.588;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-10 00:00:00;;0.573;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-11 00:00:00;;0.580;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-12 00:00:00;;0.587;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-13 00:00:00;;0.578;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-14 00:00:00;;0.591;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-15 00:00:00;;0.575;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-16 00:00:00;;0.568;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-17 00:00:00;;0.567;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-18 00:00:00;;0.549;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-19 00:00:00;;0.545;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-20 00:00:00;;0.554;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-21 00:00:00;;0.558;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-22 00:00:00;;0.549;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-23 00:00:00;;0.551;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-24 00:00:00;;0.547;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-25 00:00:00;;0.544;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-26 00:00:00;;0.551;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-27 00:00:00;;0.548;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-28 00:00:00;;0.538;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-29 00:00:00;;0.531;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-30 00:00:00;;0.521;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-01-31 00:00:00;;0.517;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-01 00:00:00;;0.515;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-02 00:00:00;;0.512;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-03 00:00:00;;0.517;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-04 00:00:00;;0.518;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-05 00:00:00;;0.517;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-06 00:00:00;;0.510;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-07 00:00:00;;0.501;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-08 00:00:00;;0.540;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-09 00:00:00;;0.491;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-10 00:00:00;;0.509;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-11 00:00:00;;0.541;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-12 00:00:00;;0.520;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-13 00:00:00;;0.502;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-14 00:00:00;;0.492;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-15 00:00:00;;0.489;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-16 00:00:00;;0.486;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-17 00:00:00;;0.481;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-18 00:00:00;;0.477;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-19 00:00:00;;0.471;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-20 00:00:00;;0.463;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-21 00:00:00;;0.460;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-22 00:00:00;;0.457;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-23 00:00:00;;0.455;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-24 00:00:00;;0.455;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-25 00:00:00;;0.455;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-26 00:00:00;;0.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-27 00:00:00;;0.447;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-28 00:00:00;;0.447;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-02-29 00:00:00;;0.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-01 00:00:00;;0.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-02 00:00:00;;0.450;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-03 00:00:00;;0.446;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-04 00:00:00;;0.449;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-05 00:00:00;;0.448;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-06 00:00:00;;0.444;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-07 00:00:00;;0.444;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-08 00:00:00;;0.445;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-09 00:00:00;;0.442;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-10 00:00:00;;0.441;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-11 00:00:00;;0.444;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-12 00:00:00;;0.437;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-13 00:00:00;;0.435;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-14 00:00:00;;0.429;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-15 00:00:00;;0.438;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-16 00:00:00;;0.433;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-17 00:00:00;;0.429;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-18 00:00:00;;0.430;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-19 00:00:00;;0.441;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-20 00:00:00;;0.438;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-21 00:00:00;;0.442;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-22 00:00:00;;0.451;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-23 00:00:00;;0.467;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-24 00:00:00;;0.482;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-25 00:00:00;;0.491;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-26 00:00:00;;0.481;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-27 00:00:00;;0.473;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-28 00:00:00;;0.471;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-29 00:00:00;;0.468;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-30 00:00:00;;0.462;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-03-31 00:00:00;;0.460;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-01 00:00:00;;0.462;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-02 00:00:00;;0.452;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-03 00:00:00;;0.446;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-04 00:00:00;;0.443;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-05 00:00:00;;0.443;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-06 00:00:00;;0.444;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-07 00:00:00;;0.443;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-08 00:00:00;;0.441;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-09 00:00:00;;0.446;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-10 00:00:00;;0.475;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-11 00:00:00;;0.486;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-12 00:00:00;;0.495;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-13 00:00:00;;0.522;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-14 00:00:00;;0.578;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-15 00:00:00;;0.690;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-16 00:00:00;;0.776;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-17 00:00:00;;0.730;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-18 00:00:00;;0.742;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-19 00:00:00;;0.848;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-20 00:00:00;;1.103;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-21 00:00:00;;1.492;Freigegeben, validierte Daten
Blatten;2269;Abfluss;Tagesmittel;m3/s;Lonza;1984-04-22 00:00:00;;1.754;Freigegeben, validierte Daten
